Matricula,Periodo de Ingresso,Forma de Ingresso,Curriculo,Estado Civil,Sexo,Idade Aproximada no Ingresso,Cor,Cota,Status,Tipo de Evasao,Periodo de Evasao
118110081,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.2
113110059,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2017.2
120111039,20201,SISU,2017,Solteiro,MASCULINO,22,Parda,L2,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
119210513,20192,SISU,2017,Solteiro,FEMININO,19,Parda,L2,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
121110708,20211,SISU,2017,Solteiro,FEMININO,18,Parda,L1,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2023.1
119110127,20191,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.2
112210086,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2018.1
113110898,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,L5,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.1
111110118,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,N? declarada,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
112110956,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
114210795,20142,SISU,1999,Solteiro,MASCULINO,17,Parda,L2,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2023.2
119210334,20192,SISU,2017,Solteiro,MASCULINO,19,Parda,L1,ATIVO,REGULAR,-
114210777,20142,SISU,1999,Solteiro,FEMININO,19,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.2
118110365,20181,SISU,2017,Solteiro,MASCULINO,17,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2019.2
113112641,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.2
120110528,20201,SISU,2017,Solteiro,MASCULINO,19,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
120110165,20201,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
111210451,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2
121110359,20211,SISU,2017,Solteiro,MASCULINO,17,Parda,-,ATIVO,REGULAR,-
112210437,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,GRADUADO,2019.1
111210392,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.2
113110056,20131,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,GRADUADO,2017.2
118111384,20181,SISU,2017,Solteiro,FEMININO,22,Parda,L6,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2020.1
113210436,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
111210081,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2012.2
114210778,20142,SISU,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2017.2
112110096,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.1
113110090,20131,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,L1,INATIVO,GRADUADO,2017.2
111210840,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.2
114111072,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,L2,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2015.1
113210431,20132,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
121210519,20212,SISU,2017,Solteiro,FEMININO,26,Preta,L6,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2022.2
112150921,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.1
119210003,20192,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
119210988,20192,REOPCAO,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.2
114210489,20142,SISU,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2018.2
119210030,20192,SISU,2017,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2023.1
118110401,20181,SISU,2017,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2021.1
114111592,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2016.2
113110026,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,L1,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.2
112210655,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.1
113210439,20132,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,20,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.2
119210298,20192,SISU,2017,Solteiro,MASCULINO,20,Parda,L13,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
113210613,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.1
114210821,20142,SISU,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2017.1
113112293,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Preta,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2
119210150,20192,SISU,2017,Solteiro,MASCULINO,17,Parda,-,INATIVO,GRADUADO,2024.2
114210650,20142,SISU,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1
119111113,20191,SISU,2017,Solteiro,FEMININO,24,Parda,L1,INATIVO,GRADUADO,2023.2
114210216,20142,SISU,1999,Solteiro,MASCULINO,19,Preta,L6,INATIVO,GRADUADO,2019.1
121110373,20211,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
114110434,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Parda,-,INATIVO,GRADUADO,2018.2
120110821,20201,TRANSFERENCIA,2017,Solteiro,MASCULINO,25,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2021.1
114111359,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2018.2
118210068,20182,SISU,2017,Solteiro,MASCULINO,22,Parda,-,ATIVO,REGULAR,-
114211023,20142,SISU,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2019.2
114110414,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2019.2
114210792,20142,SISU,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2019.2
120110608,20201,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2024.1
119210045,20192,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.2
120210342,20202,SISU,2017,Solteiro,MASCULINO,18,Parda,L5,INATIVO,GRADUADO,2024.2
114110439,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2019.1
119111051,20191,SISU,2017,Solteiro,FEMININO,21,Parda,L6,INATIVO,GRADUADO,2022.2
119110791,20191,TRANSFERENCIA,2017,Solteiro,MASCULINO,21,Branca,-,ATIVO,REGULAR,-
118110355,20181,SISU,2017,Solteiro,MASCULINO,24,Amarela,-,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
118110466,20181,SISU,2017,Solteiro,FEMININO,18,Parda,L2,INATIVO,GRADUADO,2021.2
119210780,20192,SISU,2017,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2023.1
120210547,20202,SISU,2017,Solteiro,MASCULINO,23,Parda,L1,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2024.1
119210148,20192,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.2
120111394,20201,SISU,2017,Solteiro,MASCULINO,23,Branca,L5,INATIVO,CANCELAMENTO POR ABANDONO,2023.1
114211198,20142,SISU,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2020.1
118110001,20181,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2022.1
113110035,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2018.2
118111779,20181,REOPCAO,2017,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2021.2
113111428,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.2
112110068,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2016.1
121210138,20212,SISU,2017,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
120111761,20201,SISU,2017,Solteiro,MASCULINO,21,Branca,L1,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
120210395,20202,SISU,2017,Solteiro,FEMININO,20,Parda,-,ATIVO,REGULAR,-
119110393,20191,SISU,2017,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2020.1
120210172,20202,SISU,2017,Solteiro,MASCULINO,19,Branca,-,ATIVO,REGULAR,-
113111425,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Preta,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
121110175,20211,SISU,2017,Solteiro,MASCULINO,18,Parda,-,ATIVO,REGULAR,-
121110713,20211,SISU,2017,Solteiro,MASCULINO,20,Branca,L1,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
119111124,20191,SISU,2017,Solteiro,MASCULINO,22,Branca,L1,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
118210349,20182,SISU,2017,Solteiro,MASCULINO,19,Parda,L5,INATIVO,GRADUADO,2023.2
118110752,20181,SISU,2017,Solteiro,MASCULINO,19,Branca,L1,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2019.2
113210157,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.2
121111084,20211,SISU,2017,Solteiro,MASCULINO,22,Branca,L1,ATIVO,REGULAR,-
120210136,20202,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2022.2
114211136,20142,SISU,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.2
119210561,20192,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,ATIVO,REGULAR,-
112210041,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,GRADUADO,2016.2
112210081,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.2
113210084,20132,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2016.2
114110483,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Branca,L1,INATIVO,GRADUADO,2019.1
118110532,20181,SISU,2017,Solteiro,MASCULINO,21,Parda,L6,INATIVO,GRADUADO,2021.2
113210627,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.2
118110808,20181,SISU,2017,Solteiro,MASCULINO,21,Parda,L5,INATIVO,GRADUADO,2021.2
113110905,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2018.2
113210075,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.2
113112294,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2013.1
113111447,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.2
119210592,20192,SISU,2017,Solteiro,MASCULINO,18,Branca,L1,INATIVO,GRADUADO,2023.2
114110445,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,L5,INATIVO,GRADUADO,2018.2
118210282,20182,SISU,2017,Solteiro,MASCULINO,24,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
118210319,20182,SISU,2017,Solteiro,MASCULINO,18,Branca,L1,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
120110318,20201,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2024.2
114211019,20142,SISU,1999,Solteiro,MASCULINO,18,N? declarada,L6,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.1
113110051,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2013.2
120110819,20201,TRANSFERENCIA,2017,Solteiro,FEMININO,21,Branca,-,ATIVO,REGULAR,-
114210807,20142,SISU,1999,Solteiro,FEMININO,19,Parda,L6,INATIVO,GRADUADO,2020.1
119110210,20191,SISU,2017,Solteiro,FEMININO,18,Parda,-,INATIVO,GRADUADO,2023.2
119110985,20191,SISU,2017,Solteiro,MASCULINO,20,Parda,L2,INATIVO,GRADUADO,2023.2
121210248,20212,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
118210962,20182,TRANSFERENCIA,2017,Solteiro,MASCULINO,22,Parda,-,INATIVO,GRADUADO,2022.1
119110407,20191,SISU,2017,Solteiro,FEMININO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2019.1
120111179,20201,SISU,2017,Solteiro,MASCULINO,17,Branca,L5,INATIVO,GRADUADO,2024.1
118110346,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2024.1
118110448,20181,SISU,2017,Solteiro,MASCULINO,18,Preta,L2,INATIVO,GRADUADO,2023.2
119110759,20191,SISU,2017,Solteiro,MASCULINO,19,Branca,L5,ATIVO,REGULAR,-
119110702,20191,SISU,2017,Solteiro,MASCULINO,20,Branca,L1,INATIVO,GRADUADO,2023.2
121210171,20212,SISU,2017,Solteiro,FEMININO,20,Parda,-,ATIVO,REGULAR,-
118210418,20182,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2024.1
114211028,20142,SISU,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,GRADUADO,2019.1
119210989,20192,REOPCAO,2017,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2023.1
114111073,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.2
118110833,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2022.1
119210655,20192,SISU,2017,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2020.1
120110754,20201,SISU,2017,Solteiro,MASCULINO,19,Branca,L5,ATIVO,REGULAR,-
121111269,20211,SISU,2017,Solteiro,FEMININO,26,Branca,L1,INATIVO,CANCELAMENTO POR ABANDONO,2021.2
121110406,20211,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
118111393,20181,SISU,2017,Solteiro,MASCULINO,19,Parda,L6,INATIVO,GRADUADO,2023.2
114210768,20142,SISU,1999,Solteiro,MASCULINO,20,Branca,L1,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.2
119110570,20191,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,GRADUADO,2023.2
121210117,20212,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2022.1
120210028,20202,SISU,2017,Solteiro,FEMININO,18,Branca,-,ATIVO,REGULAR,-
114210816,20142,SISU,1999,Solteiro,FEMININO,19,Parda,L2,INATIVO,GRADUADO,2020.2
114211145,20142,SISU,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2018.1
118210477,20182,SISU,2017,Solteiro,MASCULINO,19,Ind?ena,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2020.1
114110422,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2018.2
118111778,20181,REOPCAO,2017,Solteiro,FEMININO,21,Branca,-,INATIVO,GRADUADO,2021.2
114210335,20142,SISU,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,GRADUADO,2019.1
119110730,20191,SISU,2017,Solteiro,MASCULINO,17,Branca,L1,INATIVO,GRADUADO,2023.2
114210817,20142,SISU,1999,Solteiro,FEMININO,17,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.1
119210401,20192,SISU,2017,Solteiro,FEMININO,18,Parda,-,ATIVO,REGULAR,-
119210527,20192,SISU,2017,Solteiro,MASCULINO,26,Parda,L2,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2020.1
119210094,20192,SISU,2017,Solteiro,MASCULINO,24,Preta,-,INATIVO,GRADUADO,2023.1
113110895,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2018.1
114111078,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,L2,INATIVO,GRADUADO,2019.1
114110477,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.2
114110454,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2019.1
113210133,20132,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Branca,-,INATIVO,GRADUADO,2018.1
114110426,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2018.2
119110395,20191,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.2
120211149,20202,SISU,2017,Solteiro,MASCULINO,24,Branca,L5,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
118210853,20182,SISU,2017,Solteiro,MASCULINO,19,Parda,L6,INATIVO,GRADUADO,2023.1
118210692,20182,SISU,2017,Solteiro,MASCULINO,20,Branca,-,INATIVO,GRADUADO,2022.1
118111107,20181,SISU,2017,Solteiro,MASCULINO,20,Preta,L6,INATIVO,CANCELAMENTO POR ABANDONO,2020.1
120210382,20202,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
120210474,20202,SISU,2017,Solteiro,FEMININO,18,Parda,L2,ATIVO,REGULAR,-
119110372,20191,SISU,2017,Solteiro,MASCULINO,18,Parda,-,ATIVO,REGULAR,-
120210260,20202,SISU,2017,Solteiro,MASCULINO,23,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2021.1
118210529,20182,SISU,2017,Casado,MASCULINO,20,Parda,L2,INATIVO,GRADUADO,2024.1
120111732,20201,SISU,2017,Solteiro,MASCULINO,21,Parda,L6,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2023.2
119110792,20191,TRANSFERENCIA,2017,Solteiro,MASCULINO,22,Parda,-,INATIVO,GRADUADO,2023.2
120110867,20201,SISU,2017,Solteiro,MASCULINO,18,Preta,-,ATIVO,REGULAR,-
119210452,20192,SISU,2017,Solteiro,MASCULINO,20,Branca,-,INATIVO,GRADUADO,2022.2
114210808,20142,SISU,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.2
118110188,20181,SISU,2017,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2022.1
121110769,20211,SISU,2017,Solteiro,MASCULINO,18,Branca,L5,ATIVO,REGULAR,-
120110409,20201,SISU,2017,Casado,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2023.1
120110728,20201,SISU,2017,Solteiro,FEMININO,20,Branca,L1,INATIVO,GRADUADO,2024.1
118110753,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,L1,INATIVO,GRADUADO,2022.2
119210204,20192,SISU,2017,Solteiro,MASCULINO,18,Parda,L2,INATIVO,GRADUADO,2024.1
118110900,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2023.1
119211093,20192,SISU,2017,Solteiro,MASCULINO,23,Parda,L2,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2023.1
118210406,20182,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.2
119110519,20191,SISU,2017,Casado,FEMININO,21,Parda,L2,INATIVO,GRADUADO,2023.2
119110725,20191,SISU,2017,Solteiro,MASCULINO,20,Branca,L1,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2019.1
120110091,20201,SISU,2017,Solteiro,MASCULINO,19,Parda,-,ATIVO,REGULAR,-
119210256,20192,SISU,2017,Solteiro,MASCULINO,20,Parda,L6,INATIVO,GRADUADO,2024.1
119210935,20192,TRANSFERENCIA,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
118210845,20182,SISU,2017,Solteiro,MASCULINO,18,Preta,L2,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
119210330,20192,SISU,2017,Solteiro,MASCULINO,20,Parda,L1,ATIVO,REGULAR,-
120211072,20202,SISU,2017,Solteiro,MASCULINO,20,Branca,L1,ATIVO,REGULAR,-
118210324,20182,SISU,2017,Solteiro,MASCULINO,19,Branca,L1,INATIVO,GRADUADO,2023.2
119211021,20192,TRANSFERENCIA,2017,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2023.1
121210335,20212,SISU,2017,Solteiro,MASCULINO,20,Branca,L5,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
120110513,20201,SISU,2017,Solteiro,MASCULINO,21,Parda,L2,ATIVO,REGULAR,-
118110885,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2024.1
121111245,20211,SISU,2017,Solteiro,MASCULINO,19,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2021.2
119210350,20192,SISU,2017,Solteiro,MASCULINO,20,Branca,L5,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2024.1
118110489,20181,SISU,2017,Solteiro,MASCULINO,17,Parda,L2,INATIVO,GRADUADO,2022.1
121210514,20212,SISU,2017,Solteiro,FEMININO,24,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
119110012,20191,SISU,2017,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2023.2
120211132,20202,SISU,2017,Solteiro,FEMININO,18,Parda,L5,ATIVO,REGULAR,-
118210822,20182,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.1
121210801,20212,SISU,2017,Solteiro,MASCULINO,23,Branca,L1,ATIVO,REGULAR,-
118210675,20182,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2022.2
121110604,20211,SISU,2017,Solteiro,FEMININO,21,Parda,L6,ATIVO,REGULAR,-
120210375,20202,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2023.1
121110502,20211,SISU,2017,Solteiro,MASCULINO,18,Parda,L2,ATIVO,REGULAR,-
118210854,20182,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,GRADUADO,2023.2
120110831,20201,TRANSFERENCIA,2017,Solteiro,FEMININO,19,Parda,-,INATIVO,GRADUADO,2024.1
118111612,20181,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,GRADUADO,2022.2
119210990,20192,REOPCAO,2017,Solteiro,FEMININO,19,Branca,-,INATIVO,GRADUADO,2024.1
121110942,20211,SISU,2017,Solteiro,FEMININO,18,Parda,L2,ATIVO,REGULAR,-
119210840,20192,SISU,2017,Solteiro,MASCULINO,19,Branca,L5,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
118110414,20181,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2023.1
118210685,20182,SISU,2017,Solteiro,FEMININO,19,Branca,-,INATIVO,GRADUADO,2022.2
119210566,20192,SISU,2017,Solteiro,MASCULINO,19,Parda,L6,ATIVO,REGULAR,-
119210540,20192,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2023.1
119110692,20191,SISU,2017,Solteiro,MASCULINO,18,Branca,L1,INATIVO,GRADUADO,2024.1
121110669,20211,SISU,2017,Solteiro,MASCULINO,18,Branca,L1,ATIVO,REGULAR,-
121210530,20212,SISU,2017,Solteiro,FEMININO,17,Parda,L6,INATIVO,CANCELAMENTO POR ABANDONO,2023.1
120111456,20201,SISU,2017,Solteiro,MASCULINO,19,Parda,L2,INATIVO,CANCELAMENTO POR ABANDONO,2021.1
118110616,20181,SISU,2017,Solteiro,MASCULINO,19,Preta,L6,ATIVO,REGULAR,-
121110199,20211,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
121110295,20211,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
118210905,20182,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2020.1
119210145,20192,SISU,2017,Solteiro,MASCULINO,18,Parda,-,ATIVO,REGULAR,-
120110259,20201,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2024.2
118110412,20181,SISU,2017,Solteiro,FEMININO,18,Parda,-,INATIVO,GRADUADO,2022.2
118210691,20182,SISU,2017,Solteiro,FEMININO,19,Branca,-,ATIVO,REGULAR,-
118210512,20182,SISU,2017,Solteiro,MASCULINO,18,Preta,L2,ATIVO,REGULAR,-
