ano_formatura_ensino_medio;termo_estado;idade;genero;estado_civil_alunos;nacionalidade;razao_inatividade;tipo_admissao;termo_admissao;politica_afirmativa;tipo_ensino_medio;codigo_curso;codigo_curricular;alunos_ativos;ex_alunos;alunos_inativos
2012;2020.2;29;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2014;2019.2;27;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2014;2019.2;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2007;2023.1;34;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2010;2017.1;30;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.1;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
1999;2015.2;42;feminino;casado;BRASILEIRA;ABANDONO;graduado;2015.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2005;2016.1;39;masculino;casado;BRASILEIRA;ABANDONO;graduado;2015.1;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2020.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;reopcao;2015.1;A0;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2010;2021.1;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;reopcao;2015.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2013;2019.2;28;feminino;solteiro;BRASILEIRA;DESCONHECIDO;reopcao;2015.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2012;2016.2;29;masculino;solteiro;BRASILEIRA;REINGRESSO;reopcao;2015.1;A0;MAJORITARIAMENTE_PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2006;2017.1;34;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.1;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2016.2;27;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2018.1;33;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2015.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2013;2016.2;28;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2015;2020.2;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2010;2017.2;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;L5;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2014;2020.2;27;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2021.2;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2009;2022.1;33;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2020.1;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2020.1;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2023.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2014;2017.2;28;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2020.1;30;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2012;2019.2;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2013;2015.2;28;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2013;2017.1;30;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2013;2016.2;29;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2015.2;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2022.1;29;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2011;2016.1;32;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2014;2017.2;26;feminino;solteiro;BRASILEIRA;REINGRESSO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2022.2;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2005;2016.1;36;masculino;desconhecido;BRASILEIRA;ABANDONO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2023.2;29;feminino;solteiro;BRASILEIRA;CONCLUIU_MAS_NAO_COLOU_GRAU;sisu;2015.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2014;2015.2;26;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2014;2019.2;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;MAJORITARIAMENTE_PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2013;2015.2;28;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2016.2;32;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2015.2;L2;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2020.2;29;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2009;2018.2;32;feminino;solteiro;BRASILEIRA;REINGRESSO;sisu;2015.2;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2014;2022.1;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2018.1;26;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2016.2;26;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2012;2019.2;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2020.1;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2013;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2013;2020.1;28;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2014;2019.2;26;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2013;2020.1;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2007;2017.1;35;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.2;31;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2020.1;28;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2018.1;28;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2017.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2017.1;28;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2017.1;27;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2010;2016.1;31;feminino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2014;2017.1;26;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;A0;MAJORITARIAMENTE_PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2015.2;27;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2016.2;28;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2006;2016.2;36;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2015.2;L2;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2013;2020.1;28;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2011;2020.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2011;2022.2;31;masculino;casado;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2019.2;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2009;2017.2;32;feminino;solteiro;BRASILEIRA;TRANSFERENCIA;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2018.1;27;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2016.2;29;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2015.2;L5;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2014;2022.1;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;L2;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2014;2020.2;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2013;2019.2;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2013;2022.1;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2011;2019.1;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2012;2017.1;29;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2007;2015.2;34;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2014;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2020.1;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2004;2016.1;37;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2015;2018.2;26;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2014;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2014;2016.1;28;masculino;solteiro;BRASILEIRA;TRANSFERENCIA;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2017.2;28;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2014;2017.2;27;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2016.2;26;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2015.2;L5;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2009;2016.1;34;masculino;casado;BRASILEIRA;ABANDONO;sisu;2015.2;L2;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2013;2016.1;30;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2008;2018.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2014;2020.1;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2013;2020.1;29;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2010;2016.2;32;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2015.2;L5;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2014;2018.2;26;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2013;2017.1;27;masculino;solteiro;BRASILEIRA;EXPULSAO;transferencia;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2013;2017.1;28;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;L2;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2013;2017.1;28;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2012;2017.1;29;feminino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;L2;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2012;2020.1;29;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2009;2019.2;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2010;2016.1;31;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2014;2018.2;27;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2015.2;L5;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2013;2021.1;28;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2012;2017.2;28;masculino;solteiro;BRASILEIRA;REINGRESSO;transferencia;2015.2;A0;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2014;2020.1;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;decisao_judicial_adm;2015.2;A0;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
1999;2016.1;47;masculino;casado;BRASILEIRA;ABANDONO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2008;2020.1;33;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2010;2017.1;32;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;L2;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2014;2016.2;29;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2015.2;L2;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2008;2017.2;34;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2009;2022.2;32;feminino;solteiro;BRASILEIRA;DESCONHECIDO;reopcao;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2020.1;29;masculino;solteiro;BRASILEIRA;EXPULSAO;reopcao;2015.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2014;2019.2;27;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2013;2021.1;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2011;2019.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2010;2018.1;32;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2011;2017.2;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;L5;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2015;2020.2;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2015.2;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2012;2018.1;29;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2015.2;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2012;2017.1;35;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;L2;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2013;2017.2;37;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2013;2020.1;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;L2;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2020.1;26;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2007;2017.1;34;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;L2;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2012;2018.1;30;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2016.1;A0;MAJORITARIAMENTE_PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2013;2019.1;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2015;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2018.1;26;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2015;2020.1;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;L2;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2015;2020.1;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2005;2017.2;36;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2016.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2015;2020.2;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2012;2023.2;29;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2010;2017.2;30;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2016.1;L2;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2010;2017.2;31;feminino;solteiro;BRASILEIRA;REINGRESSO;sisu;2016.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2015;2018.2;27;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2015;2016.2;26;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2016.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2012;2022.1;29;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2016.1;L2;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2015;2016.2;28;feminino;solteiro;BRASILEIRA;ABANDONO;sisu;2016.1;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2013;2021.2;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2011;2018.2;31;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2016.1;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2003;2016.2;43;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2016.1;L5;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2015;2020.1;26;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2015;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2021.2;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2015;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;L5;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2019.2;27;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2015;2017.2;28;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2016.1;L1;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2018.1;30;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2012;2018.2;30;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;L6;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2015;2019.2;26;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;L5;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2015;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2010;2017.2;30;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;L5;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2015;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2009;2019.2;32;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;L2;PUBLICA;14102100;1999;FALSE;TRUE;FALSE
2015;2017.2;26;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2015;2021.2;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2013;2017.1;28;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2015;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;L2;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2002;2019.1;38;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2011;2017.1;31;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;A0;PRIVADA;14102100;1999;FALSE;FALSE;TRUE
2006;2016.2;35;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2016.1;L1;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2011;2016.2;30;masculino;solteiro;BRASILEIRA;ABANDONO;sisu;2016.1;L6;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2015;2021.1;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2010;2019.1;31;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;1999;FALSE;TRUE;FALSE
2005;2018.2;35;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;A0;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2015;2020.1;26;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2015;2020.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2020.1;26;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;FALSE;TRUE
2014;2018.2;27;masculino;solteiro;BRASILEIRA;REINGRESSO;sisu;2016.1;L6;PUBLICA;14102100;2017;FALSE;FALSE;TRUE
2015;2022.1;26;feminino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;L6;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2015;2023.1;27;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
2014;2021.2;28;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;L1;PUBLICA;14102100;2017;FALSE;TRUE;FALSE
2012;2017.2;31;masculino;solteiro;BRASILEIRA;EXPULSAO;sisu;2016.1;L2;PUBLICA;14102100;1999;FALSE;FALSE;TRUE
2015;2020.1;25;masculino;solteiro;BRASILEIRA;DESCONHECIDO;sisu;2016.1;A0;PRIVADA;14102100;2017;FALSE;TRUE;FALSE
