Matricula;Periodo de Ingresso;Forma de Ingresso;Curriculo;Curriculo Entrada;Estado Civil;Sexo;Idade Aproximada no Ingresso;Cor;Cota;Status;Tipo de Evasao;Periodo de Evasao;Ingressantes
121210070;2021.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
121210074;2021.2;SISU;2023;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
121210082;2021.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
121210088;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121210095;2021.2;SISU;2023;2017;Solteiro;FEMININO;18;Parda;-;ATIVO;REGULAR;-;1
121210097;2021.2;SISU;2023;2017;Solteiro;FEMININO;19;Branca;-;ATIVO;REGULAR;-;1
121210114;2021.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
121210117;2021.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2022.1;1
121210119;2021.2;SISU;2017;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
121210123;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121210132;2021.2;SISU;2017;2017;Solteiro;MASCULINO;25;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
121210138;2021.2;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
121210141;2021.2;SISU;2023;2017;Solteiro;FEMININO;21;Branca;-;ATIVO;REGULAR;-;1
121210147;2021.2;SISU;2023;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
121210152;2021.2;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2023.2;1
121210156;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121210159;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121210161;2021.2;SISU;2023;2017;Solteiro;FEMININO;19;Branca;-;ATIVO;REGULAR;-;1
121210164;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121210166;2021.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
121210171;2021.2;SISU;2017;2017;Solteiro;FEMININO;20;Parda;-;ATIVO;REGULAR;-;1
121210172;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121210175;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121210197;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
121210219;2021.2;SISU;2023;2017;Solteiro;MASCULINO;20;Preta;L2;INATIVO;CANCELAMENTO POR ABANDONO;2024.1;1
121210248;2021.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
121210251;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
121210254;2021.2;SISU;2017;2017;Solteiro;FEMININO;19;Parda;L6;ATIVO;REGULAR;-;1
121210290;2021.2;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L1;ATIVO;REGULAR;-;1
121210299;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;L1;ATIVO;REGULAR;-;1
121210309;2021.2;SISU;2017;2017;Solteiro;MASCULINO;21;Parda;L1;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
121210320;2021.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;L5;ATIVO;REGULAR;-;1
121210333;2021.2;SISU;2023;2017;Solteiro;FEMININO;18;Branca;L5;ATIVO;REGULAR;-;1
121210335;2021.2;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;L5;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
121210346;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121210354;2021.2;SISU;2023;2017;Solteiro;MASCULINO;24;Parda;-;ATIVO;REGULAR;-;1
121210358;2021.2;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.2;1
121210376;2021.2;SISU;2017;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121210381;2021.2;SISU;2023;2017;Solteiro;MASCULINO;20;Parda;-;ATIVO;REGULAR;-;1
121210386;2021.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
121210396;2021.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
121210443;2021.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
121210449;2021.2;SISU;2023;2017;Solteiro;MASCULINO;22;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2024.2;1
121210460;2021.2;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L2;ATIVO;REGULAR;-;1
121210466;2021.2;SISU;2023;2017;Solteiro;FEMININO;19;Parda;L2;ATIVO;REGULAR;-;1
121210472;2021.2;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L2;ATIVO;REGULAR;-;1
121210481;2021.2;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L2;ATIVO;REGULAR;-;1
121210486;2021.2;SISU;2017;2017;Solteiro;FEMININO;18;Preta;L2;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2024.1;1
121210488;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
121210497;2021.2;SISU;2017;2017;Solteiro;MASCULINO;20;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
121210503;2021.2;SISU;2023;2017;Solteiro;MASCULINO;32;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2024.2;1
121210514;2021.2;SISU;2017;2017;Solteiro;FEMININO;24;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
121210519;2021.2;SISU;2017;2017;Solteiro;FEMININO;26;Preta;L6;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2022.2;1
121210526;2021.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
121210530;2021.2;SISU;2017;2017;Solteiro;FEMININO;17;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2023.1;1
121210531;2021.2;SISU;2023;2017;Solteiro;MASCULINO;21;Preta;L6;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2024.1;1
121210538;2021.2;SISU;2017;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
121210547;2021.2;SISU;2023;2017;Solteiro;FEMININO;19;Branca;L1;ATIVO;REGULAR;-;1
121210550;2021.2;SISU;2017;2017;Solteiro;MASCULINO;19;Amarela;L1;ATIVO;REGULAR;-;1
121210555;2021.2;SISU;2023;2017;Solteiro;FEMININO;18;Branca;L1;ATIVO;REGULAR;-;1
121210564;2021.2;SISU;2023;2017;Solteiro;FEMININO;21;Branca;L5;ATIVO;REGULAR;-;1
121210574;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;L5;ATIVO;REGULAR;-;1
121210581;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L5;ATIVO;REGULAR;-;1
121210586;2021.2;SISU;2023;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
121210587;2021.2;SISU;2017;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
121210590;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
121210596;2021.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2023.1;1
121210603;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121210662;2021.2;SISU;2017;2017;Solteiro;MASCULINO;30;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
121210663;2021.2;SISU;2023;2017;Solteiro;FEMININO;18;Parda;L2;ATIVO;REGULAR;-;1
121210685;2021.2;SISU;2023;2017;Casado;MASCULINO;29;Parda;L6;ATIVO;REGULAR;-;1
121210700;2021.2;SISU;2023;2017;Solteiro;MASCULINO;20;Branca;L1;ATIVO;REGULAR;-;1
121210718;2021.2;SISU;2017;2017;Solteiro;FEMININO;19;Branca;L5;ATIVO;REGULAR;-;1
121210721;2021.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;L5;ATIVO;REGULAR;-;1
121210726;2021.2;SISU;2023;2017;Casado;MASCULINO;28;Parda;-;ATIVO;REGULAR;-;1
121210801;2021.2;SISU;2017;2017;Solteiro;MASCULINO;23;Branca;L1;ATIVO;REGULAR;-;1
121210808;2021.2;SISU;2017;2017;Solteiro;FEMININO;31;Preta;L5;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
121210844;2021.2;SISU;2023;2017;Solteiro;MASCULINO;17;Parda;L2;ATIVO;REGULAR;-;1
121210923;2021.2;SISU;2023;2017;Solteiro;MASCULINO;20;Branca;-;ATIVO;REGULAR;-;1
121210927;2021.2;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;-;ATIVO;REGULAR;-;1
121210930;2021.2;SISU;2023;2017;Solteiro;FEMININO;19;Parda;-;ATIVO;REGULAR;-;1
121210933;2021.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
121210938;2021.2;SISU;2023;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
121211066;2021.2;SISU;2023;2017;Solteiro;MASCULINO;20;Preta;L2;ATIVO;REGULAR;-;1
121211086;2021.2;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.1;1
121211096;2021.2;SISU;2023;2017;Solteiro;MASCULINO;23;Parda;L6;ATIVO;REGULAR;-;1
122110002;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110033;2022.1;SISU;2017;2017;Divorciado;MASCULINO;29;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2023.2;1
122110048;2022.1;SISU;2023;2017;Solteiro;MASCULINO;29;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2023.2;1
122110076;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110085;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;-;ATIVO;REGULAR;-;1
122110110;2022.1;SISU;2023;2017;Solteiro;MASCULINO;31;Branca;-;ATIVO;REGULAR;-;1
122110121;2022.1;SISU;2023;2017;Solteiro;FEMININO;18;Parda;-;ATIVO;REGULAR;-;1
122110135;2022.1;SISU;2017;2017;Solteiro;FEMININO;18;Branca;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2023.1;1
122110164;2022.1;SISU;2023;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
122110181;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110198;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110213;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110226;2022.1;SISU;2023;2017;Solteiro;FEMININO;20;Branca;-;ATIVO;REGULAR;-;1
122110244;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
122110252;2022.1;SISU;2023;2017;Solteiro;MASCULINO;20;Branca;-;ATIVO;REGULAR;-;1
122110282;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
122110294;2022.1;SISU;2023;2017;Solteiro;MASCULINO;20;Branca;-;ATIVO;REGULAR;-;1
122110308;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
122110312;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110322;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110345;2022.1;SISU;2017;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
122110358;2022.1;SISU;2023;2017;Solteiro;FEMININO;18;Parda;-;ATIVO;REGULAR;-;1
122110367;2022.1;SISU;2023;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
122110373;2022.1;SISU;2023;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
122110382;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
122110386;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110387;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
122110390;2022.1;SISU;2023;2017;Solteiro;MASCULINO;20;Branca;-;ATIVO;REGULAR;-;1
122110391;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110393;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
122110395;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110397;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110399;2022.1;SISU;2023;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
122110407;2022.1;SISU;2023;2017;Solteiro;MASCULINO;20;Branca;-;INATIVO;CANCELAMENTO DE MATRICULA;2023.2;1
122110409;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110412;2022.1;SISU;2023;2017;Solteiro;FEMININO;20;Branca;-;ATIVO;REGULAR;-;1
122110443;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
122110446;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L6;ATIVO;REGULAR;-;1
122110472;2022.1;SISU;2023;2017;Solteiro;FEMININO;18;Parda;L6;ATIVO;REGULAR;-;1
122110481;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
122110504;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
122110511;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L6;ATIVO;REGULAR;-;1
122110516;2022.1;SISU;2017;2017;Solteiro;MASCULINO;21;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2023.1;1
122110518;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
122110535;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
122110574;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
122110595;2022.1;SISU;2023;2017;Solteiro;FEMININO;27;Parda;L2;INATIVO;CANCELAMENTO POR ABANDONO;2024.2;1
122110606;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
122110613;2022.1;SISU;2017;2017;Solteiro;MASCULINO;18;Preta;L2;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.1;1
122110616;2022.1;SISU;2023;2017;Solteiro;FEMININO;25;Parda;L2;ATIVO;REGULAR;-;1
122110617;2022.1;SISU;2023;2017;Solteiro;FEMININO;21;Preta;L2;ATIVO;REGULAR;-;1
122110625;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L10;ATIVO;REGULAR;-;1
122110630;2022.1;SISU;2023;2017;Solteiro;MASCULINO;20;Parda;L10;INATIVO;CANCELADO NOVO INGRESSO OUTRO CURSO;2024.2;1
122110631;2022.1;SISU;2023;2017;Solteiro;MASCULINO;21;Branca;L9;ATIVO;REGULAR;-;1
122110634;2022.1;SISU;2017;2017;Solteiro;MASCULINO;17;Branca;L9;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.1;1
122110653;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
122110667;2022.1;SISU;2023;2017;Solteiro;FEMININO;20;Parda;L1;ATIVO;REGULAR;-;1
122110677;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
122110693;2022.1;SISU;2023;2017;Solteiro;FEMININO;17;Branca;L1;ATIVO;REGULAR;-;1
122110695;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
122110697;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
122110702;2022.1;SISU;2023;2017;Solteiro;FEMININO;20;Branca;L5;ATIVO;REGULAR;-;1
122110725;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;L5;ATIVO;REGULAR;-;1
122110736;2022.1;SISU;2023;2017;Solteiro;FEMININO;18;Branca;L5;ATIVO;REGULAR;-;1
122110747;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;L5;ATIVO;REGULAR;-;1
122110748;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;L5;ATIVO;REGULAR;-;1
122110756;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110777;2022.1;SISU;2023;2017;Solteiro;FEMININO;21;Branca;-;ATIVO;REGULAR;-;1
122110813;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122110833;2022.1;SISU;2023;2017;Solteiro;FEMININO;19;Branca;-;ATIVO;REGULAR;-;1
122110844;2022.1;SISU;2023;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
122110967;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L6;ATIVO;REGULAR;-;1
122110974;2022.1;SISU;2023;2017;Solteiro;FEMININO;20;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2024.1;1
122110982;2022.1;SISU;2017;2017;Solteiro;MASCULINO;30;Preta;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
122111000;2022.1;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L2;ATIVO;REGULAR;-;1
122111020;2022.1;SISU;2023;2017;Solteiro;FEMININO;19;Parda;L2;ATIVO;REGULAR;-;1
122111030;2022.1;SISU;2023;2017;Solteiro;MASCULINO;22;Preta;L2;ATIVO;REGULAR;-;1
122111042;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
122111054;2022.1;SISU;2023;2017;Solteiro;MASCULINO;23;Parda;L2;ATIVO;REGULAR;-;1
122111069;2022.1;SISU;2017;2017;Solteiro;FEMININO;19;Branca;L13;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2022.2;1
122111076;2022.1;SISU;2017;2017;Solteiro;MASCULINO;24;Branca;L1;ATIVO;REGULAR;-;1
122111123;2022.1;SISU;2023;2017;Solteiro;MASCULINO;36;Branca;L5;ATIVO;REGULAR;-;1
122111425;2022.1;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
122111429;2022.1;SISU;2023;2017;Solteiro;FEMININO;18;Branca;-;ATIVO;REGULAR;-;1
122111435;2022.1;SISU;2017;2017;Solteiro;MASCULINO;26;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
122111769;2022.1;VESTIBULAR  ENEM;2017;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.1;1
122111790;2022.1;VESTIBULAR  ENEM;2017;2017;Casado;FEMININO;23;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2022.2;1
122210003;2022.2;SISU;2017;2017;Casado;MASCULINO;32;Parda;-;INATIVO;CANCELAMENTO P SOLICITACAO ALUNO;2022.2;1
122210021;2022.2;SISU;2023;2017;Solteiro;FEMININO;22;Branca;-;ATIVO;REGULAR;-;1
122210026;2022.2;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;-;ATIVO;REGULAR;-;1
122210082;2022.2;SISU;2023;2017;Solteiro;FEMININO;20;Branca;-;ATIVO;REGULAR;-;1
122210093;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122210104;2022.2;SISU;2023;2017;Solteiro;MASCULINO;20;Parda;-;ATIVO;REGULAR;-;1
122210109;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
122210114;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Preta;-;ATIVO;REGULAR;-;1
122210138;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122210142;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122210145;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122210148;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
122210151;2022.2;SISU;2023;2017;Solteiro;MASCULINO;20;Branca;-;ATIVO;REGULAR;-;1
122210153;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
122210154;2022.2;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;-;INATIVO;CANCELAMENTO POR ABANDONO;2024.2;1
122210158;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122210160;2022.2;SISU;2023;2017;Solteiro;MASCULINO;22;Branca;-;ATIVO;REGULAR;-;1
122210169;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122210170;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELAMENTO DE MATRICULA;2024.2;1
122210175;2022.2;SISU;2023;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
122210188;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L6;ATIVO;REGULAR;-;1
122210214;2022.2;SISU;2023;2017;Solteiro;MASCULINO;21;Parda;L6;ATIVO;REGULAR;-;1
122210250;2022.2;SISU;2023;2017;Solteiro;MASCULINO;22;Parda;L2;ATIVO;REGULAR;-;1
122210256;2022.2;SISU;2017;2017;Casado;MASCULINO;41;Parda;L2;ATIVO;REGULAR;-;1
122210262;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;L2;ATIVO;REGULAR;-;1
122210263;2022.2;SISU;2023;2017;Solteiro;MASCULINO;17;Parda;L2;ATIVO;REGULAR;-;1
122210275;2022.2;SISU;2017;2017;Solteiro;MASCULINO;20;Branca;L9;INATIVO;CANCELAMENTO POR ABANDONO;2023.2;1
122210281;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;L1;ATIVO;REGULAR;-;1
122210299;2022.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
122210303;2022.2;SISU;2023;2017;Solteiro;FEMININO;19;Branca;L1;ATIVO;REGULAR;-;1
122210305;2022.2;SISU;2023;2017;Solteiro;FEMININO;19;Branca;L1;ATIVO;REGULAR;-;1
122210318;2022.2;SISU;2023;2017;Solteiro;MASCULINO;23;Branca;L5;ATIVO;REGULAR;-;1
122210330;2022.2;SISU;2023;2017;Solteiro;FEMININO;22;Branca;L5;ATIVO;REGULAR;-;1
122210342;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
122210346;2022.2;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;-;ATIVO;REGULAR;-;1
122210362;2022.2;SISU;2017;2017;Solteiro;MASCULINO;25;Branca;-;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.1;1
122210366;2022.2;SISU;2023;2017;Solteiro;FEMININO;17;Parda;-;ATIVO;REGULAR;-;1
122210374;2022.2;SISU;2023;2017;Solteiro;MASCULINO;21;Branca;-;ATIVO;REGULAR;-;1
122210386;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Preta;-;ATIVO;REGULAR;-;1
122210392;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;ATIVO;REGULAR;-;1
122210393;2022.2;SISU;2023;2017;Solteiro;MASCULINO;21;Parda;-;ATIVO;REGULAR;-;1
122210403;2022.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
122210405;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
122210419;2022.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
122210426;2022.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;-;ATIVO;REGULAR;-;1
122210431;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;ATIVO;REGULAR;-;1
122210434;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;-;INATIVO;CANCELAMENTO POR ABANDONO;2024.1;1
122210438;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Parda;-;INATIVO;CANCELADO 3 REPROV MESMA DISCIPLINA;2024.1;1
122210468;2022.2;SISU;2017;2017;Casado;MASCULINO;47;Parda;L6;INATIVO;CANCELADO REPROVOU TODAS POR FALTAS;2023.1;1
122210469;2022.2;SISU;2023;2017;Solteiro;MASCULINO;23;Parda;L6;ATIVO;REGULAR;-;1
122210480;2022.2;SISU;2017;2017;Solteiro;FEMININO;26;Parda;L6;INATIVO;CANCELAMENTO POR ABANDONO;2023.1;1
122210491;2022.2;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L6;ATIVO;REGULAR;-;1
122210495;2022.2;SISU;2023;2017;Solteiro;MASCULINO;19;Parda;L6;ATIVO;REGULAR;-;1
122210510;2022.2;SISU;2023;2017;Solteiro;MASCULINO;20;Preta;L2;ATIVO;REGULAR;-;1
122210529;2022.2;SISU;2023;2017;Solteiro;FEMININO;18;Parda;L2;ATIVO;REGULAR;-;1
122210537;2022.2;SISU;2023;2017;Solteiro;FEMININO;18;Parda;L2;ATIVO;REGULAR;-;1
122210558;2022.2;SISU;2023;2017;Solteiro;MASCULINO;18;Branca;L1;ATIVO;REGULAR;-;1
122210566;2022.2;SISU;2023;2017;Solteiro;MASCULINO;19;Branca;L1;ATIVO;REGULAR;-;1
